sku_id,expected_label,ai_label_rationale,ai_review_confidence,ai_review_note
SP-E20D71253B,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-7CDB28E0F3,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-8B54A344D5,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-264C0F6E4D,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-016FA5F172,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-4C55644A29,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-8EDF34B77B,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-F557DDEAE8,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-6477693F65,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-C2A32D9C08,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-E859AD8963,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-E8BBCA75D7,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-ABD0B6080A,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-02EF4F091B,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-9DE0BC17BB,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-BA949A0923,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-B87306A6F9,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-BB4CF55CF1,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-AA4107C9BC,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-8CE19B7B41,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-F37123B899,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-5A822EBD49,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-9E98D31333,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-7C71C82AFB,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-BC8BFD0C2A,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-0D038F16ED,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-FD095E04D0,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-4D19290060,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-71B70A7334,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-3E61C2F87F,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-C3739F5327,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-AC11618B60,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-16107603B2,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-5C52EEBFCD,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-6F021B8DA6,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-58C9C3FB4F,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-B656BCF67E,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-5BABA5198D,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-88DFC2BCBD,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-0EC65E75A7,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-75B1A246DD,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-A4A12CC268,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-678BBA12C3,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-EC9AF8E301,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-14615F55C9,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-4068E7483B,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-A39D32F242,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-F7FAFB8DB4,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-6BB19DF665,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-C11BA696DF,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-6186950F73,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-853172544A,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-2732E00DB0,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-805D3F1EDC,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-EA820C1A13,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-5643A090B0,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-D0A64208B9,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-946B9D03B0,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-20A699F44B,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-A5BA957315,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-63A3151A45,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-9109C66E8F,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-33D4752389,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-D38DD30CF0,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-BF5626A1D8,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-B7A8557FF6,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-DF88997BEE,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-B7529301C1,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-98266B6693,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-09354499DD,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-57AE88CE7F,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-402F2C3335,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-06A4E41C88,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-48868D2AA6,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-FAEA6F848F,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-834156AAD3,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-90BB09D2CD,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-4F416D339A,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-229CAF275F,HOLD,"AI review: only 14 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-14F06CB1CC,HOLD,"AI review: only 12 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-F067DCDACE,HOLD,"AI review: only 12 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-F4341B2295,HOLD,"AI review: only 12 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-EEC5C6A0BE,HOLD,"AI review: only 12 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-D7ADEC42DC,HOLD,"AI review: only 12 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-EB900BB3C2,HOLD,"AI review: only 12 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-E961A24573,HOLD,"AI review: only 12 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-C80777C682,HOLD,"AI review: only 12 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-FEA7F5C6A1,HOLD,"AI review: only 12 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-FCD511BE4F,HOLD,"AI review: only 12 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-61E130E733,HOLD,"AI review: only 12 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-3D39AF9FF6,HOLD,"AI review: only 12 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-7542B894A6,HOLD,"AI review: only 12 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-AEB17209EC,HOLD,"AI review: only 12 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-5B7283A238,HOLD,"AI review: only 12 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-87CD96F6B8,HOLD,"AI review: only 12 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-F3734633B0,HOLD,"AI review: only 12 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-6A8CBD0A6C,HOLD,"AI review: only 12 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-A544BF76A8,HOLD,"AI review: only 12 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-B7486CDFB2,HOLD,"AI review: only 12 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-DBF6B755DC,HOLD,"AI review: only 12 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-F0B4D9EAF5,HOLD,"AI review: only 12 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-06A343CFF5,HOLD,"AI review: only 12 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-FC59B5B023,HOLD,"AI review: only 12 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-1AB356CEBD,HOLD,"AI review: only 12 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-6B6DD9AB71,HOLD,"AI review: only 12 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-5EEE00AE58,HOLD,"AI review: only 12 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-2D1656C34E,HOLD,"AI review: only 12 units remain in the training feature row, so scarcity/availability protection should dominate.",0.86,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-C031FC9456,HOLD,AI review: mixed training-feature and live-competitor signals; hold is the responsible reviewed label.,0.68,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-2AE7A078CB,HOLD,AI review: mixed training-feature and live-competitor signals; hold is the responsible reviewed label.,0.68,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-EFA218BDF9,MARKDOWN,"AI review: reliable live competitor signal shows overpriced position (above_market, gap 12.7%) with enough margin (57.7%).",0.82,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-8F64E1FCBD,MARKDOWN,"AI review: reliable live competitor signal shows overpriced position (premium, gap 18.1%) with enough margin (60.7%).",0.82,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-648D792B8F,HOLD,AI review: mixed training-feature and live-competitor signals; hold is the responsible reviewed label.,0.68,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-04B3889425,MARKDOWN,"AI review: reliable live competitor signal shows overpriced position (premium, gap 16.8%) with enough margin (56.8%).",0.82,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-100050E78D,MARKDOWN,"AI review: reliable live competitor signal shows overpriced position (premium, gap 16.7%) with enough margin (58.0%).",0.82,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-2F2652299B,HOLD,AI review: mixed training-feature and live-competitor signals; hold is the responsible reviewed label.,0.68,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-984922E582,HOLD,AI review: mixed training-feature and live-competitor signals; hold is the responsible reviewed label.,0.68,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-45B7989AB6,PROMOTE,AI review: enough stock plus at-or-better market pricing and healthy margin (48.3%) support demand capture.,0.76,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-ECB50BF5E1,MARKDOWN,"AI review: reliable live competitor signal shows overpriced position (premium, gap 18.8%) with enough margin (57.8%).",0.82,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-E5AA98F640,HOLD,AI review: mixed training-feature and live-competitor signals; hold is the responsible reviewed label.,0.68,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-331574EF21,PROMOTE,AI review: enough stock plus at-or-better market pricing and healthy margin (48.7%) support demand capture.,0.76,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-2FEAF9AB06,PROMOTE,AI review: enough stock plus at-or-better market pricing and healthy margin (48.9%) support demand capture.,0.76,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-C3B564E9B6,MARKDOWN,"AI review: reliable live competitor signal shows overpriced position (premium, gap 15.0%) with enough margin (55.8%).",0.82,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-C12CBB627C,HOLD,AI review: mixed training-feature and live-competitor signals; hold is the responsible reviewed label.,0.68,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-823EFC5B57,MARKDOWN,"AI review: reliable live competitor signal shows overpriced position (premium, gap 19.0%) with enough margin (60.3%).",0.82,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-B79D3FAE0C,MARKDOWN,"AI review: reliable live competitor signal shows overpriced position (above_market, gap 12.5%) with enough margin (57.1%).",0.82,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-9AA8578AF3,HOLD,AI review: mixed training-feature and live-competitor signals; hold is the responsible reviewed label.,0.68,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-46B0A2E099,MARKDOWN,"AI review: reliable live competitor signal shows overpriced position (premium, gap 15.8%) with enough margin (58.7%).",0.82,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-5EC0254D0A,PROMOTE,AI review: enough stock plus at-or-better market pricing and healthy margin (51.9%) support demand capture.,0.76,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-A756F33BA2,MARKDOWN,"AI review: reliable live competitor signal shows overpriced position (premium, gap 24.7%) with enough margin (63.1%).",0.82,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-292F8CAAAC,MARKDOWN,"AI review: reliable live competitor signal shows overpriced position (above_market, gap 14.2%) with enough margin (58.0%).",0.82,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-A8890E7A65,PROMOTE,AI review: enough stock plus at-or-better market pricing and healthy margin (51.8%) support demand capture.,0.76,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-E70F8AC18A,HOLD,AI review: live competitor evidence is weak (similar_product); hold rather than force an action.,0.72,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-2F91D09AA8,HOLD,AI review: live competitor evidence is weak (no_match); hold rather than force an action.,0.72,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-F94AB5A280,HOLD,AI review: mixed training-feature and live-competitor signals; hold is the responsible reviewed label.,0.68,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-2BEE5B126F,HOLD,AI review: live competitor evidence is weak (similar_product); hold rather than force an action.,0.72,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-9D3EC934A6,PROMOTE,AI review: enough stock plus at-or-better market pricing and healthy margin (59.3%) support demand capture.,0.76,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-77A5EF0131,MARKDOWN,"AI review: reliable live competitor signal shows overpriced position (premium, gap 30.8%) with enough margin (57.3%).",0.82,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-95F89E6174,HOLD,AI review: live competitor evidence is weak (similar_product); hold rather than force an action.,0.72,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-E923EE9DF9,PROMOTE,AI review: enough stock plus at-or-better market pricing and healthy margin (49.3%) support demand capture.,0.76,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
SP-7743651252,MARKDOWN,"AI review: reliable live competitor signal shows overpriced position (premium, gap 16.5%) with enough margin (58.8%).",0.82,Reviewed against training-feature rows with live AWS RDS competitor overlay; model/system predictions were not used as label inputs.
